# title,"Budgeting Summary (lut=0.500ns/net=0.350ns)"
"Group","Slack","Requirement","Skew","Uncertainty","Datapath Delay","Datapath Logic Delay","Datapath Net Delay","Logic Levels","Adj Levels","Net Budget","Lut Budget","Net Adj Slack","Lut Adj Slack","Path","Info"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[0]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[10]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[11]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[12]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[13]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[14]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[15]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[16]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[17]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[18]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[19]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[1]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[20]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[21]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[22]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[23]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[25]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[26]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[27]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[29]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[2]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[3]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[4]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[5]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[6]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[7]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[8]/R}"
"ap_clk","-2.394","3.300","-0.039","0.035","5.196","1.295","3.901","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(15) LUT4(2) LUT5(1) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[28]/C --> bd_0_i/hls_inst/inst/gmem3_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[9]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[0]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[10]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[11]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[12]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[13]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[14]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[15]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[16]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[17]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[18]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[19]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[1]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[20]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[21]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[22]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[23]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[25]/R}"
"ap_clk","-2.382","3.300","-0.039","0.035","5.184","1.295","3.889","7","8","5 (*)","6 (*)","-1.293","-1.198","FDRE(3) LUT6(1) LUT6(1) LUT6(7) LUT3(3) LUT6(3) LUT6(5) LUT5(30) FDRE","{bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[24]/C --> bd_0_i/hls_inst/inst/gmem2_m_axi_U/store_unit/bus_wide_gen.len_cnt_reg[26]/R}"
